id,language,review,created,voted_up,votes_up,comment_count,steam_purchase,recieved_for_free,written_during_early_access,author.num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
133838611,english,me rike dis gaem,2023-03-01 04:05:18,True,0,0,True,False,False,1,1,378,378,30,2023-03-01 09:11:39
133838583,english,I get called racial slurs on a regular basis. 10/10 would recommend.,2023-03-01 04:04:30,True,0,0,False,True,False,9,5,1969,602,1865,2023-03-01 05:18:04
133838123,english,Very fard,2023-03-01 03:51:59,True,0,0,False,False,False,4,3,187,187,181,2023-03-01 04:21:43
133838073,english,+,2023-03-01 03:50:23,True,0,0,True,False,False,1,1,2784,2784,2784,2023-03-01 03:17:02
133837894,english,Absolute sweatathon full of toxic players -10/10.,2023-03-01 03:46:16,False,0,0,True,False,False,148,15,13122,0,13122,2022-09-15 23:49:34
133837750,english,"classic, this game never die",2023-03-01 03:42:05,True,0,0,True,False,False,12,2,2578,53,2524,2023-03-01 05:19:58
133837663,english,very fun game i love it,2023-03-01 03:39:59,True,0,0,True,False,False,11,1,2518,0,2518,2022-12-17 04:07:51
133837545,english,dobre che e prime-a inache hackerite shte ni prevzemat,2023-03-01 03:37:08,True,1,0,True,False,False,1,1,3652,597,3303,2023-03-01 09:23:45
133837486,english,shity,2023-03-01 03:35:30,True,0,0,False,False,False,21,6,65115,410,65115,2023-03-01 03:35:26
133837338,english,Honestly should be lying about this but best game to man and I love being called retarded and told to end my life for pushing Cat on mirage !,2023-03-01 03:31:31,True,0,0,True,False,False,4,1,13206,1828,13145,2023-03-01 06:07:17
133837260,english,yes is good game. good platform for people to go professional gamer and be good and pro at the game. this is a good platform ebcause if u can come on here and be entertaining and good at the game poeple will watch your stream and like and subscribe so i am going to stream the game soon to my kick.com profile,2023-03-01 03:29:40,True,0,0,True,False,False,1,1,443,215,403,2023-03-01 04:03:46
133837230,english,fun,2023-03-01 03:28:50,True,0,0,False,False,False,0,1,90194,1547,90194,2023-03-01 03:07:31
133837156,english,good,2023-03-01 03:26:16,True,0,0,True,False,False,1,1,352886,1043,352792,2023-03-01 04:46:12
133837077,english,Vc pode pegar a Neguev e matar os 5 cara de lá sem zerar o primeiro pente de munição,2023-03-01 03:24:27,True,0,0,True,False,False,25,8,6443,699,6443,2023-03-01 00:43:01
133837060,english,Thanks to this game I am now divorced and paying child support <3 JK im gay XoXoXo,2023-03-01 03:23:59,True,1,0,False,False,False,6,1,58091,3208,57790,2023-03-01 09:14:31
133836992,english,Nice,2023-03-01 03:22:29,True,0,0,True,False,False,1,1,21702,1656,21388,2023-03-01 09:21:21
133836951,english,Bad,2023-03-01 03:21:20,False,0,0,True,False,False,69,6,6550,908,6550,2023-03-01 02:11:35
133836664,english,"The community is trash. Like, actually worse than League of Legends.  There are so many angry sweaty tryhards in casual and gungame modes it's so fucking dank. hahaha.
",2023-03-01 03:13:14,False,0,0,True,False,False,54,1,666,48,666,2023-03-01 03:10:22
133836537,english,if you cant bhop just stick to wargames,2023-03-01 03:09:23,True,0,0,True,False,False,19,2,37417,2853,37168,2023-03-01 08:24:36
133836221,english,meh it's ok...,2023-03-01 03:01:09,True,0,0,False,True,False,2,2,411,22,411,2023-03-01 01:36:41
133835816,english,ALRIGHT BUT GOTTA PAY JUST TO SEE YOUR LEVEL,2023-03-01 02:49:45,False,0,0,False,False,False,5,1,1950,417,1770,2023-03-01 08:52:49
133835712,english,good,2023-03-01 02:47:03,True,0,0,False,False,False,11,1,4984,64,4920,2023-03-01 03:53:05
133835453,english,Good game,2023-03-01 02:39:59,True,1,0,True,False,False,1,1,529,529,465,2023-03-01 06:50:54
133835138,english,yes,2023-03-01 02:30:14,True,0,0,True,False,False,1,1,600,600,518,2023-03-01 03:52:06
133835044,english,"This game makes my friends very mad at me.

3/5

Update to follow……",2023-03-01 02:28:03,True,0,0,True,False,False,3,1,1024,584,1024,2023-02-28 23:17:51
133834852,english,🥵🥵🥵,2023-03-01 02:23:12,True,0,0,True,False,False,1,1,22690,1021,22690,2023-03-01 00:56:37
133834823,english,yes,2023-03-01 02:22:31,True,0,0,False,False,False,104,8,7577,1044,7348,2023-03-01 05:50:00
133834820,english,Good First person shooter game for those on a budget and just fun in general,2023-03-01 02:22:22,True,0,0,False,False,False,10,1,1191,365,1168,2023-03-01 02:44:24
133834514,english,"pretty fun, top tier",2023-03-01 02:14:42,True,0,0,True,False,False,1,1,8400,6,8400,2023-03-01 01:59:54
133834353,english,merge,2023-03-01 02:10:06,True,0,0,True,False,False,1,1,2202,1656,2178,2023-03-01 02:35:35
133834336,english,ye,2023-03-01 02:09:34,True,0,0,True,False,False,37,2,9609,40,9569,2023-03-01 02:49:21
133834218,english,yes,2023-03-01 02:06:20,True,0,0,True,False,False,1,1,5294,3821,5287,2023-03-01 02:13:53
133834039,english,k,2023-03-01 02:00:45,True,0,0,True,False,False,8,1,26511,6,26504,2023-03-01 05:39:40
133833922,english,great game. amazing tactical play.,2023-03-01 01:57:39,True,0,0,False,False,False,3,1,497,133,428,2023-03-01 02:51:27
133833820,english,"My teammates, my sister and even my mom told me to get off this game, what am I doing wrong???",2023-03-01 01:55:16,True,0,0,True,False,False,78,6,54055,0,54055,2022-12-16 22:11:01
133833802,english,cool,2023-03-01 01:54:49,True,0,0,False,False,False,25,3,6347,149,6297,2023-03-01 04:27:16
133833780,english,g,2023-03-01 01:54:26,True,0,0,False,False,False,25,3,525,525,504,2023-03-01 02:15:01
133833769,english,"CS:GO is a game that will grip you tightly and never let go. With its intense gameplay, immersive environments, and tactical challenges, it's easy to get sucked into the world of competitive online shooting.

But beware, for every hour you spend playing this game, it will take a little piece of your soul. Every match won or lost, every headshot landed or missed, every grenade thrown or dodged - they all add up, chipping away at your very being until you're left with nothing but a shell of your former self.

And yet, despite the toll it takes on you, you can't help but keep coming back for more. The rush of adrenaline as you defuse the bomb in the nick of time, the thrill of victory as you clutch the round for your team - these are the moments that make it all worth it.

In the end, CS:GO is not just a game, but a way of life. It will consume you, body and soul, until there is nothing left but the burning desire to play just one more match. So enter at your own risk, for once you start playing, there's no turning back.",2023-03-01 01:53:55,True,0,0,False,True,False,50,1,111520,690,111406,2023-03-01 03:53:00
133833612,english,I like it but its hard,2023-03-01 01:49:53,True,0,0,False,False,False,1,1,737,42,726,2023-03-01 01:57:01
133833608,english,,2023-03-01 01:49:48,True,0,0,False,False,False,8,1,2749,144,2749,2023-03-01 01:44:17
133833458,english,Fun game,2023-03-01 01:46:14,True,0,0,True,False,False,27,2,81518,2450,81445,2023-03-01 02:36:36
133833404,english,its okay,2023-03-01 01:44:42,True,0,0,False,False,False,26,6,301,23,278,2023-03-01 02:15:04
133833338,english,This game makes me strike counters,2023-03-01 01:42:33,True,0,0,True,False,False,62,14,16061,611,16061,2023-02-28 23:53:23
133833115,english,"mt bom, nunca envelhece",2023-03-01 01:37:21,True,0,0,True,False,False,46,4,76540,2245,76486,2023-03-01 02:39:00
133832985,english,W,2023-03-01 01:33:59,True,1,0,True,False,False,12,1,44853,2978,44455,2023-03-01 07:52:49
133832858,english,VERY GOOD GAME I LIKE IT A LOT ITS GOOD LOOKS GOOD FEEL GOOD EAT GOOD TY,2023-03-01 01:30:41,True,0,0,True,False,False,22,1,25872,10507,25678,2023-03-01 07:46:44
133832665,english,nice,2023-03-01 01:25:55,True,1,0,False,False,False,4,1,19989,506,19989,2023-03-01 00:47:41
133832436,english,nebilim ben,2023-03-01 01:19:14,True,0,0,False,False,False,11,9,349,83,335,2023-03-01 01:33:03
133832054,english,yes,2023-03-01 01:09:16,True,0,0,True,False,False,87,3,13785,48,13736,2023-03-01 01:57:30
133831995,english,good,2023-03-01 01:07:48,True,0,0,True,False,False,5,1,11852,2511,11852,2023-02-28 23:44:34
133831972,english,good game i like,2023-03-01 01:07:15,True,0,0,True,False,False,6,1,2267,1534,2143,2023-03-01 03:14:05
133831868,english,"Toxic community, hard learning curve, hackers in a lot of games, get voted out if you don't clutch..... 10/10",2023-03-01 01:04:19,True,0,0,True,False,False,99,5,8610,180,8594,2023-03-01 01:39:51
133831864,english,russians,2023-03-01 01:04:09,True,0,0,True,False,False,19,1,62836,845,62836,2023-03-01 00:45:56
133831667,english,"So far no harassing messages but, i keep VC turned off to prevent that. New to KB&M",2023-03-01 00:59:03,True,0,0,True,False,False,12,2,293,129,278,2023-03-01 01:13:26
133831545,english,git,2023-03-01 00:56:03,True,0,0,False,False,False,0,1,28898,1234,28898,2023-02-28 23:02:02
133831448,english,shoot gun,2023-03-01 00:53:08,True,0,0,False,False,False,2,2,382,347,382,2023-02-25 23:58:23
133831437,english,great,2023-03-01 00:52:39,True,0,0,False,False,False,14,5,1511,21,1511,2023-02-28 22:19:41
133831384,english,Negev is the best and only gun you should use. Using that laser is an experience.,2023-03-01 00:51:13,True,0,0,True,False,False,100,8,15081,2627,14769,2023-03-01 07:25:23
133831284,english,hello,2023-03-01 00:48:42,True,1,0,False,False,False,1,1,35264,857,35264,2023-02-26 23:36:40
133831115,english,"Dumbledore: ""After all this time you still show your magic to muggles in CSGO?"" 
 
Severus: ""ALWAYS!""",2023-03-01 00:44:36,True,0,0,False,False,False,862,29,167312,703,167312,2023-02-27 20:27:02
133831028,english,its aight but there is better games out there,2023-03-01 00:42:24,False,0,0,False,False,False,22,4,7802,140,7802,2023-02-28 18:00:10
133830981,english,"cool game, has too many screaming russian children/jet engine sounds, but its fun",2023-03-01 00:41:27,True,0,0,False,False,False,6,1,986,134,959,2023-03-01 01:04:57
133830841,english,"it fun because everyone racist and funny
",2023-03-01 00:38:01,True,0,0,False,False,False,24,1,5311,72,5264,2023-03-01 01:25:23
133830763,english,gas,2023-03-01 00:36:18,True,0,0,True,False,False,53,5,3184,1218,3136,2023-03-01 01:53:14
133830495,english,k,2023-03-01 00:30:46,True,0,0,True,False,False,25,2,9066,1571,8955,2023-03-01 08:00:52
133830311,english,fun,2023-03-01 00:27:30,True,0,0,True,False,False,17,1,5138,1135,5115,2023-03-01 00:59:26
133830246,english,"I would not recommend this game to new players, simply put, the classic game that most gamers played in the early 2000's has been de-masculined. It's a shooting game with terrorist and law enforcement. Yet, the developers added so much nuance in the game play, can't peek with the crouch button, delayed switch between weapons, I mean, this is ridiculous. Why do I keep playing, because I am bored, that is all.",2023-03-01 00:26:31,False,0,0,True,False,False,17,1,18000,1100,17973,2023-03-01 00:54:26
133830225,english,cool game,2023-03-01 00:26:19,True,0,0,True,True,False,1,1,1237,236,1200,2023-03-01 01:04:47
133830139,english,"w
",2023-03-01 00:24:59,True,0,0,False,False,False,6,2,1858,171,1803,2023-03-01 01:31:47
133829984,english,weeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2023-03-01 00:22:43,True,0,0,True,False,False,8,2,3517,228,3454,2023-03-01 01:32:20
133829954,english,it funny yes yes,2023-03-01 00:22:13,True,0,0,False,False,False,4,1,1267,78,1245,2023-03-01 01:11:02
133829742,english,n wor,2023-03-01 00:17:58,True,0,0,False,False,False,6,4,1393,664,1287,2023-03-01 03:52:10
133829737,english,3,2023-03-01 00:17:55,True,0,0,False,False,False,2,1,1355,456,1286,2023-03-01 01:43:33
133829686,english,It's very competitive,2023-03-01 00:17:08,True,0,0,True,False,False,242,3,55223,197,55221,2023-03-01 02:21:18
133829683,english,yes,2023-03-01 00:17:06,True,0,0,False,False,False,5,4,451,451,372,2023-03-01 02:47:24
133829647,english,best game ever made,2023-03-01 00:16:36,True,0,0,False,False,False,3,2,5577,330,5550,2023-03-01 00:24:03
133829615,english,its fun fast pace and overall a good game,2023-03-01 00:16:08,True,0,0,True,False,False,4,1,9189,2279,9087,2023-03-01 01:56:48
133829449,english,Shit game full of Russians and Turkish racist people that don's speak English,2023-03-01 00:12:55,False,0,0,True,False,False,3,1,30742,2151,30677,2023-03-01 01:01:09
133829379,english,dont,2023-03-01 00:11:46,True,0,0,True,False,False,1,1,3924,3924,3786,2023-03-01 02:24:23
133829315,english,Gaben Is the best,2023-03-01 00:10:42,True,0,0,True,True,False,3,1,6089,1082,6078,2023-03-01 02:27:16
133829286,english,:D,2023-03-01 00:10:16,True,0,0,True,False,False,1,1,11707,3329,11536,2023-03-01 03:08:00
133829176,english,"Well its been an amazing game for me, but being honest have been an on and off game for me, i pretty much play only with friends its just not the same playing alone, it might be different for you so give it try, i had some amazing memories and moments made while playing with friends late at night.",2023-03-01 00:08:29,True,0,0,True,False,False,17,2,38548,220,38451,2023-03-01 01:44:50
133829018,english,890,2023-03-01 00:00:35,True,0,0,True,False,False,1,1,6506,5143,6434,2023-03-01 01:11:13
133828627,english,"that's a fucking horror game guys 

",2023-02-28 23:50:48,True,0,0,True,False,False,4,1,20170,172,20153,2023-02-28 23:55:37
133828187,english,Fantastic game,2023-02-28 23:40:22,True,1,0,True,False,False,16,1,314755,2398,314755,2023-02-28 11:16:36
133828166,english,shit stain,2023-02-28 23:39:13,True,0,0,True,False,False,15,5,14511,38,14472,2023-03-01 00:48:02
133828136,english,best game,2023-02-28 23:38:56,True,0,0,False,False,False,2,1,238604,0,238604,2023-02-14 21:26:03
133828084,english,jus being funny - game is rad. highly recommend.,2023-02-28 23:38:02,False,0,0,True,False,False,14,1,15783,1624,15657,2023-03-01 05:20:04
133828081,english,AMAZING,2023-02-28 23:38:00,True,0,0,False,False,False,1,1,32368,888,32308,2023-03-01 01:09:03
133828018,english,Spoko gra tylko minus że bez prime nie da się wbijać rangi ani levela ale tak to git,2023-02-28 23:36:40,True,0,0,True,False,False,1,1,146,146,146,2023-02-28 21:06:23
133827977,english,Very good game,2023-02-28 23:35:41,True,0,0,True,False,False,1,1,8131,5654,8131,2023-02-28 20:48:00
133827691,english,"Wasted 156 hours of my life
Inferno is CT sided 
Mirage on top
Smurfs not welcome in this game
Died every round
Never won 1v1
Deagle shoots marshmallows",2023-02-28 23:28:48,True,0,0,True,False,False,29,10,9395,294,9395,2023-02-28 16:40:08
133827677,english,Nice.,2023-02-28 23:28:26,True,0,0,True,False,False,32,4,571,446,416,2023-03-01 02:06:46
133827472,english,Is sean playing with us?,2023-02-28 23:24:15,True,0,0,True,False,False,1,1,9680,4890,9585,2023-03-01 00:58:20
133827395,english,"govno od igrice smrdljive.
the game doesn't want to accept my hits.",2023-02-28 23:22:49,False,0,0,False,False,False,5,2,26623,1424,26546,2023-03-01 00:12:27
133827346,english,help me,2023-02-28 23:21:56,True,0,0,False,False,False,211,4,3533,939,3345,2023-03-01 03:40:46
133826976,english,Good real life simulator. Unfortunately Valorant is more fun for me.,2023-02-28 23:13:34,True,0,0,True,False,False,15,4,8758,0,8758,2022-12-20 21:07:09
133826833,english,veri nice me like gam,2023-02-28 23:10:13,True,0,0,False,True,False,0,1,687,687,623,2023-03-01 00:40:54
133826827,english,"NICE GAME WITH CHEATERS
",2023-02-28 23:10:09,True,0,0,False,False,False,3,1,43623,2742,43602,2023-02-28 23:12:25
133826750,english,best game in the world,2023-02-28 23:08:29,True,0,0,True,False,False,2,1,51203,0,51203,2017-03-30 01:15:33
133826581,english,gay,2023-02-28 23:04:38,True,0,0,True,False,False,18,2,5082,1487,5056,2023-02-28 23:29:58
133826573,english,good,2023-02-28 23:04:29,True,0,0,True,False,False,49,9,63185,4200,63163,2023-03-01 00:48:20
133826538,english,I can now fluently speak Russian. Получить эту игру,2023-02-28 23:03:36,True,0,0,True,False,False,310,6,174037,3431,174037,2023-02-28 22:51:33
133826397,english,htdkj,2023-02-28 23:00:48,True,0,0,True,False,False,113,1,8147,466,8114,2023-02-28 23:35:47
133826087,english,Addicted Pls Help,2023-02-28 22:54:05,True,0,0,True,False,False,13,1,12095,2122,12083,2023-02-28 23:11:26
133826039,english,"Its Counter Strike, who doesnt love it and develop a case addiction. Great Times",2023-02-28 22:52:49,True,0,0,False,False,False,28,2,11395,1108,11262,2023-03-01 09:20:56
133825798,english,"10/10
",2023-02-28 22:47:35,True,0,0,True,False,False,3,1,53389,1549,53389,2023-02-28 23:25:54
133825793,english,Become. a man and come play cs go,2023-02-28 22:47:30,True,0,0,True,False,False,3,1,31358,3554,31358,2023-02-28 19:15:25
133825737,english,I only play surf so-,2023-02-28 22:46:22,True,0,0,False,False,False,52,8,2043,117,1997,2023-03-01 04:58:40
133825672,english,good,2023-02-28 22:44:36,True,0,0,False,False,False,23,1,2346,0,2346,2023-01-06 07:26:55
133825665,english,"CS:GO is one of the games with the worst ranking systems ever. U could win 15 matches in a row without rank upp, but lose 3 games in a row and u rank down 3 times. Dont play this game if u dont want to lose ur sanity. Also CS:GO is so lazy when it comes to stopping cheaters and smurfs. My hours on this game was a waste of my life and skins is a big waste of money in this game. F-ings stickers for 5000$, like bruh, stop it. Go play some good game instead. Tnx for reading this and pls listen to my advice, It will make ur life better-_-.",2023-02-28 22:44:26,False,1,2,False,False,False,28,2,27001,1760,26991,2023-02-28 22:46:38
133825576,english,Ahhhh,2023-02-28 22:42:29,True,0,0,False,False,False,4,1,6053,648,6043,2023-02-28 23:54:52
133825181,english,"15 seconds into round...
*gets head blown off*",2023-02-28 22:34:18,True,0,0,False,False,False,2,2,220,220,190,2023-03-01 09:30:23
133825156,english,bam bam,2023-02-28 22:33:37,True,0,0,False,True,False,68,16,2582,69,2550,2023-02-28 23:05:35
133824914,english,"one time got in a game with 6 spinbots, truly a fantastic game 420/69. u should definitely play it.",2023-02-28 22:28:47,True,0,0,True,False,False,1,1,31570,963,31570,2023-02-28 21:49:27
133824848,english,god game,2023-02-28 22:27:24,True,0,0,False,False,False,23,1,522,120,500,2023-02-28 22:49:37
133824690,english,aim,2023-02-28 22:24:15,True,0,0,True,False,False,16,1,23783,753,23783,2023-02-28 22:18:53
133824679,english,Very good competitive game.,2023-02-28 22:24:03,True,0,0,True,False,False,47,4,21873,829,21763,2023-03-01 00:16:23
133824675,english,addictive game to have,2023-02-28 22:23:59,True,0,0,True,False,False,1,1,295,295,153,2023-03-01 01:00:24
133824612,english,")
",2023-02-28 22:22:38,True,0,0,False,True,False,7,3,1786,801,1711,2023-02-28 23:36:34
133824606,english,good game,2023-02-28 22:22:31,True,0,0,False,False,False,0,1,142972,1371,142972,2023-02-28 22:12:03
133824456,english,ntntnt,2023-02-28 22:19:25,True,1,0,True,False,False,20,1,11374,2837,11338,2023-03-01 05:56:10
133824430,english,e,2023-02-28 22:18:50,True,1,0,True,False,False,19,1,415,415,304,2023-03-01 00:28:37
133824422,english,Russian sandbox,2023-02-28 22:18:36,True,0,0,True,False,False,9,1,824,848,211,2023-03-01 09:04:09
133824371,english,god,2023-02-28 22:17:45,True,0,0,True,False,False,5,1,13520,2420,13367,2023-03-01 03:36:10
133824355,english,<3,2023-02-28 22:17:16,True,0,0,True,False,False,2,2,11952,1322,11869,2023-02-28 23:43:58
133824251,english,im noob,2023-02-28 22:15:14,True,0,0,False,True,False,14,3,42858,673,42854,2023-02-28 22:58:15
133824159,english,yılların eskitemediği oyun ruslar olmasa müq,2023-02-28 22:13:39,True,0,0,True,False,False,7,1,11533,1330,11533,2023-02-28 18:59:03
